FURO,XCOLLAR,YCOLLAR,ZCOLLAR,PROF,AZ,DIP,DE,ATE,AMOSTRA,Lito_Final,FE,SI,G1,G2,G3,LOTE
DSV-FD0283,641552.345,8424761.643,884.556,123,263.028,74.23,116.3,127.62,DSV-FD0283-00010,JP,28.99,56.79,95.52,2.77,1.71,DSV-2009-0251
DSV-FD0283,641552.345,8424761.643,884.556,129,262.828,74.49,128.67,131.57,DSV-FD0283-00012-NS,JP,28.99,56.79,95.52,2.77,1.71,DSV-2009-0251
DSV-FD0283,641552.345,8424761.643,884.556,132,262.718,74.57,131.57,133.9,DSV-FD0283-00013-NS,MS,28.99,56.79,95.52,2.77,1.71,DSV-2009-0251
DSV-FD0283,641552.345,8424761.643,884.556,147,262.298,75.1,133.9,162.64,DSV-FD0283-00014-NS,JP,28.99,56.79,95.52,2.77,1.71,DSV-2009-0251
DSV-FD0283,641552.345,8424761.643,884.556,180,261.228,76.13,162.64,199.25,DSV-FD0283-00015-NS,MS,28.99,56.79,95.52,2.77,1.71,DSV-2009-0251
DSV-FD0284,641522.088,8424858.67,878.518,3,269.284,75.27,0,5.4,DSV-FD0284-00001-NS,CG,55.41,0.97,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,9,269.074,75.04,5.4,13.25,DSV-FD0284-00002,CM,55.41,0.97,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,18,268.794,74.89,13.25,24.82,DSV-FD0284-00003-NS,CG,55.41,0.97,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,63,267.434,76.15,24.82,100.7,DSV-FD0284-00004-NS,md,55.41,0.97,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,102,266.334,77.25,100.7,103.2,DSV-FD0284-00005,jp,57,11.28,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,105,266.244,77.37,103.2,105.25,DSV-FD0284-00006-NS,sr,57,11.28,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,111,266.044,77.13,107.44,112.65,DSV-FD0284-00008,jp,44.6,33.1,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,114,265.894,77.02,112.65,114.75,DSV-FD0284-00009-NS,sr,44.6,33.1,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,117,265.804,76.95,114.75,120.65,DSV-FD0284-00010-NS,md,44.6,33.1,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,123,265.644,76.79,122.6,125.5,DSV-FD0284-00012,hem,48.59,23.04,-99,-99,-99,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,129,265.454,76.57,125.5,133,DSV-FD0284-00013,hem,30.31,38.12,93,5,2,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,138,265.324,76.28,133,140.5,DSV-FD0284-00014,jp,32.39,52.69,100,0,0,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,153,265.804,76,140.5,164.46,DSV-FD0284-00015-NS,jp,32.39,52.69,100,0,0,DSV-2009-0252
DSV-FD0284,641522.088,8424858.67,878.518,219,268.134,74.2,164.46,274.6,DSV-FD0284-00016-NS,ms,32.39,52.69,100,0,0,DSV-2009-0252
DSV-FD0285,641202.882,8425422.17,884.202,0,267.806,75.93,0,0.76,DSV-FD0285-00001-NS,CG,43.13,15.25,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,6,267.686,75.78,0.76,13.16,DSV-FD0285-00002-NS,CG,43.13,15.25,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,48,266.326,74.6,13.16,83.3,DSV-FD0285-00003-NS,MD,43.13,15.25,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,84,265.236,74.77,83.3,84.74,DSV-FD0285-00004-NS,MD,43.13,15.25,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,90,265.076,74.94,84.74,95.51,DSV-FD0285-00005,JP,43.13,15.25,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,99,264.816,75.25,95.51,104.05,DSV-FD0285-00006,JP,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,105,264.666,75.45,104.05,106.8,DSV-FD0285-00007-NS,SR,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,117,264.256,75.83,106.8,125.3,DSV-FD0285-00008-NS,JP,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,135,263.796,76.35,125.3,145.42,DSV-FD0285-00009-NS,MS,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,150,264.196,76.69,145.42,154.53,DSV-FD0285-00010-NS,JP,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0285,641202.882,8425422.17,884.202,201,265.816,76.06,154.53,248.75,DSV-FD0285-00011-NS,MS,36.9,44.1,62.88,34.97,2.15,DSV-2009-0253
DSV-FD0286,641337.554,8425237.751,889.439,3,263.156,74.33,0,8.91,DSV-FD0286-00001,CG,53.13,10.25,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,15,262.816,74.26,8.91,18.83,DSV-FD0286-00002,CM,58.47,0.84,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,21,262.776,74.09,20.45,22.55,DSV-FD0286-00004-NS,SR,65.14,1.11,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,51,262.016,74.61,23.95,77.94,DSV-FD0286-00006-NS,MD,65.14,1.11,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,96,260.596,74.73,77.94,113.35,DSV-FD0286-00007-NS,MD,65.14,1.11,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,117,259.956,75.04,113.35,117.8,DSV-FD0286-00008-NS,MD,65.14,1.11,-99,-99,-99,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,123,259.776,75.07,119.45,124.3,DSV-FD0286-00010,JP,34.27,47.2,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,126,259.656,75,125.85,128.65,DSV-FD0286-00012-NS,SR,34.27,47.2,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,135,259.296,74.95,128.65,138.65,DSV-FD0286-00013,JP,33.9,48.5,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,144,259.066,74.82,138.65,149.55,DSV-FD0286-00014,JP,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,150,258.836,74.82,149.55,152.55,DSV-FD0286-00015-NS,SR,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,198,259.356,74.82,152.55,242.65,DSV-FD0286-00016-NS,MS,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,258,261.176,74.95,242.65,273.95,DSV-FD0286-00017-NS,MD,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,276,261.556,74.61,273.95,276.35,DSV-FD0286-00018-NS,MD,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,279,261.696,74.64,278.95,281.69,DSV-FD0286-00021-NS,JP,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,282,261.846,74.59,281.69,285.1,DSV-FD0286-00022-NS,JP,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,303,262.776,74.68,285.1,319.59,DSV-FD0286-00023-NS,MS,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,324,263.776,74.99,319.59,327.64,DSV-FD0286-00024-NS,MS,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,342,264.526,75.05,327.64,355.15,DSV-FD0286-00025-NS,MS,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,357,265.096,75.16,355.15,358.15,DSV-FD0286-00026-NS,JP,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0286,641337.554,8425237.751,889.439,393,267.306,75.31,358.15,430.7,DSV-FD0286-00027-NS,MS,38.2,45.6,100,0,0,DSV-2009-0254
DSV-FD0287,641231.64,8425526.642,888.28,0,266.828,75.97,0,2.72,DSV-FD0287-00001-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,3,267.218,75.88,2.72,4.85,DSV-FD0287-00002-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,12,267.428,75.53,4.85,18.1,DSV-FD0287-00003-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,21,267.718,75.18,18.1,21.1,DSV-FD0287-00004-NS,CM,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,75,269.448,76.81,21.1,127.14,DSV-FD0287-00005-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,135,267.608,77.11,127.14,144.75,DSV-FD0287-00006-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,150,267.028,76.47,144.75,157.03,DSV-FD0287-00007-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,162,267.338,76.18,157.03,168.35,DSV-FD0287-00008-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,222,269.768,74.51,168.35,277.45,DSV-FD0287-00009-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,285,272.218,75.55,277.45,294.8,DSV-FD0287-00010-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,309,272.188,76.49,296.35,321.4,DSV-FD0287-00012-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,324,271.668,77.26,321.4,326.13,DSV-FD0287-00013-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0287,641231.64,8425526.642,888.28,357,270.948,77.21,326.13,386.35,DSV-FD0287-00014-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0288,641274.681,8425631.128,898.693,3,276.8,76.16,0,7.8,DSV-FD0288-00001,CM,62.08,0.95,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,21,277.79,75.46,7.8,31.82,DSV-FD0288-00002-NS,CG,62.08,0.95,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,36,278.47,74.83,31.82,39.25,DSV-FD0288-00003,CM,61.88,10.02,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,87,280.33,77.27,39.25,137.01,DSV-FD0288-00004-NS,MD,61.88,10.02,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,138,281.08,75.88,137.01,141.45,DSV-FD0288-00005-NS,MD,61.88,10.02,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,144,280.61,75.54,141.45,146.05,DSV-FD0288-00006-NS,MD,61.88,10.02,-99,-99,-99,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,153,280.06,75.29,146.05,161.05,DSV-FD0288-00007,JP,36.2,47.2,100,0,0,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,177,278.86,74.45,161.05,193.65,DSV-FD0288-00008-NS,JP,36.2,47.2,100,0,0,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,195,277.92,74.47,193.65,198.75,DSV-FD0288-00009-NS,SR,36.2,47.2,100,0,0,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,204,277.51,74.76,199.95,209.45,DSV-FD0288-00011-NS,SR,36.2,47.2,100,0,0,DSV-2009-0255
DSV-FD0288,641274.681,8425631.128,898.693,213,277.18,74.99,209.45,217.7,DSV-FD0288-00012-NS,JP,36.2,47.2,100,0,0,DSV-2009-0255
DSV-FD0289,641098.24,8425915.125,867.42,6,281.64,75.76,0,13.11,DSV-FD0289-00001,CG,49.9,0.48,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,15,281.93,75.49,13.11,18.05,DSV-FD0289-00002-NS,CG,49.9,0.48,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,66,284.06,76.87,18.05,114.1,DSV-FD0289-00003-NS,MD,49.9,0.48,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,141,286.95,74.53,116.1,163.78,DSV-FD0289-00005-NS,MD,49.9,0.48,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,168,287.65,74.63,163.78,174.98,DSV-FD0289-00006,HC,60.57,17.97,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,180,288.06,74.69,174.98,185.4,DSV-FD0289-00007,HEM,55.89,37.1,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,186,288.04,74.45,185.4,186.7,DSV-FD0289-00008-NS,SR,55.89,37.1,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,189,287.9,74.49,186.7,191.71,DSV-FD0289-00009,HEM,26.63,1.37,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,201,287.1,74.27,191.71,209.52,DSV-FD0289-00010,HC,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,222,286.09,73.78,209.52,231.55,DSV-FD0289-00011-NS,MD,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,240,285.28,74.45,233.65,246.95,DSV-FD0289-00013-NS,MD,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,252,284.74,74.85,246.95,259.77,DSV-FD0289-00014-NS,MD,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,261,284.5,75.21,259.77,261.9,DSV-FD0289-00015-NS,MS,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,267,284.28,75.45,261.9,269.25,DSV-FD0289-00016-NS,SR,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,270,284.2,75.65,269.25,273,DSV-FD0289-00017-NS,MS,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,279,283.42,75.79,273,286.03,DSV-FD0289-00018-NS,MD,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,294,282.93,76.32,286.03,302.89,DSV-FD0289-00019-NS,MS,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,318,282.2,76.88,302.89,330.4,DSV-FD0289-00020-NS,MD,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,333,281.73,77.4,330.4,336.16,DSV-FD0289-00021-NS,MS,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0289,641098.24,8425915.125,867.42,375,282.1,75.56,338.7,409.45,DSV-FD0289-00023-NS,MS,60.36,24.5,-99,-99,-99,DSV-2009-0256
DSV-FD0290,641085.574,8426011.047,874.795,12,278.966,75.39,0,26.58,DSV-FD0290-00001-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,150,278.906,75.13,26.58,275.1,DSV-FD0290-00002-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,276,283.166,77.09,275.1,277.1,DSV-FD0290-00003-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,279,283.216,77.07,277.1,282.05,DSV-FD0290-00004-NS,SR,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,285,283.456,76.85,283.05,285.05,DSV-FD0290-00006-NS,SR,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,291,283.596,76.66,285.05,298.2,DSV-FD0290-00007-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,300,283.936,76.29,298.2,300.2,DSV-FD0290-00008-NS,SR,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,315,284.486,75.85,300.2,328.85,DSV-FD0290-00009-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,333,284.756,75.18,328.85,337.85,DSV-FD0290-00010-NS,SR,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,345,285.146,74.93,337.85,352,DSV-FD0290-00011-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,357,285.706,74.54,352,360.7,DSV-FD0290-00012-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,366,286.066,74.21,360.7,373.89,DSV-FD0290-00013-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0290,641085.574,8426011.047,874.795,393,286.186,74.63,373.89,411.65,DSV-FD0290-00014-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0291,641606.023,8424667.894,881.422,3,84.1,75.83,0,8.2,DSV-FD0291-00001,CM,61.07,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,12,84.34,75.53,8.2,17.75,DSV-FD0291-00002-NS,CG,61.07,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,42,85.48,75.61,17.75,66.3,DSV-FD0291-00003-NS,MD,61.07,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,69,86.14,76.38,66.3,72.85,DSV-FD0291-00004,HF,65.92,10.83,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,81,86.58,76.71,72.85,87.61,DSV-FD0291-00005,HF,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,90,86.9,76.96,87.61,91.9,DSV-FD0291-00006-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,93,87.05,76.96,91.9,93.9,DSV-FD0291-00007-NS,SR,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,96,87.19,76.99,93.9,96.9,DSV-FD0291-00008-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,120,88.09,77.81,98.9,140.5,DSV-FD0291-00010-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,144,88.71,77.35,140.5,145.96,DSV-FD0291-00011-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,153,89.09,77.17,145.96,160.85,DSV-FD0291-00012-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,171,89.62,76.66,160.85,179.5,DSV-FD0291-00013-NS,MD,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,180,89.98,76.38,179.5,181.15,DSV-FD0291-00014-NS,JP,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,192,90.42,75.89,181.15,204.5,DSV-FD0291-00015-NS,MS,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,219,90.33,74.96,206.93,230.3,DSV-FD0291-00017-NS,MS,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,231,89.94,74.52,230.3,232.65,DSV-FD0291-00018-NS,JP,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,246,89.47,74.28,232.65,261.43,DSV-FD0291-00019-NS,MS,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,276,88.4,75.35,261.43,289.42,DSV-FD0291-00020-NS,JP,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0291,641606.023,8424667.894,881.422,324,86.74,76.95,289.42,361.5,DSV-FD0291-00021-NS,MS,66.94,0.93,-99,-99,-99,DSV-2009-0257
DSV-FD0292,641265.538,8425728.987,875.992,9,277.606,75.51,0,16.76,DSV-FD0292-00001-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,66,279.266,76.3,16.76,113.38,DSV-FD0292-00002-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,126,280.966,78.24,113.38,140,DSV-FD0292-00003-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,153,281.756,78.77,140,164.53,DSV-FD0292-00004-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,189,282.786,77.56,164.53,211.5,DSV-FD0292-00005-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,249,284.446,75.52,211.5,289.18,DSV-FD0292-00006-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,522,281.666,78.24,289.18,752.7,DSV-FD0292-00007-NS,JP,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,756,277.576,77.94,752.7,756.91,DSV-FD0292-00008-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0292,641265.538,8425728.987,875.992,771,278.086,78.32,756.91,784.15,DSV-FD0292-00009-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0293,641249.665,8425831.621,868.192,3,280.459,75.73,0,3.43,DSV-FD0293-00001,CM,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,12,280.689,75.4,3.43,19.88,DSV-FD0293-00002-NS,CG,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,99,282.989,77.38,19.88,175.33,DSV-FD0293-00003-NS,MD,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,177,285.169,76.36,175.33,180.22,DSV-FD0293-00004-NS,JP,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,201,286.119,75.61,181.5,218.84,DSV-FD0293-00006-NS,JP,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,219,286.809,75.11,218.84,221.73,DSV-FD0293-00007-NS,MS,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,231,287.089,74.87,221.73,242.34,DSV-FD0293-00008-NS,JP,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,246,286.649,74.4,242.34,250.07,DSV-FD0293-00009-NS,MS,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,252,286.469,74.27,250.07,255.93,DSV-FD0293-00010-NS,MD,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,261,286.119,74.21,255.93,265,DSV-FD0293-00011-NS,MS,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,270,285.849,74.57,265,272.7,DSV-FD0293-00012-NS,JP,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,273,285.709,74.67,272.7,274.2,DSV-FD0293-00013-NS,MS,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0293,641249.665,8425831.621,868.192,342,283.269,77.37,274.2,409.95,DSV-FD0293-00014-NS,JP,58.32,3.05,-99,-99,-99,DSV-2009-0258
DSV-FD0294,641086.445,8426314.301,880.855,12,266.213,75.36,0,24.75,DSV-FD0294-00001-NS,CG,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,30,265.183,74.47,26.85,35.61,DSV-FD0294-00003-NS,CG,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,72,263.113,75.4,35.61,110.71,DSV-FD0294-00004-NS,MD,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,114,261.443,77.06,110.71,115.05,DSV-FD0294-00005-NS,JP,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,117,261.273,77.2,115.05,120.55,DSV-FD0294-00006-NS,MD,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,126,260.893,77.58,120.55,130.09,DSV-FD0294-00007-NS,MD,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,135,261.013,77.8,131.45,141.2,DSV-FD0294-00009-NS,SR,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,147,261.403,77.59,141.2,153.2,DSV-FD0294-00010,JP,19.66,68.92,84.5,11.5,4,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,159,261.943,77.05,153.2,165.2,DSV-FD0294-00011,JP,29.77,54.85,89.5,9.2,1.3,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,171,262.423,76.41,165.2,175.2,DSV-FD0294-00012,JP,24.99,60.74,-99,-99,-99,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,183,262.923,75.72,175.2,190.4,DSV-FD0294-00013,JP,26.88,58.98,90.4,8.3,1.3,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,219,264.343,74.7,214.06,226,DSV-FD0294-00014-NS,MD,26.88,58.98,90.4,8.3,1.3,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,231,264.783,74.29,226,237,DSV-FD0294-00016,JP,26.06,47.64,91,7.9,1.2,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,243,265.253,73.95,237,249,DSV-FD0294-00017,JP,20.89,61.98,91.8,7.5,0.7,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,255,265.933,73.44,249,260,DSV-FD0294-00018,JP,26.67,54.95,90.4,8.4,1.2,DSV-2009-0259
DSV-FD0294,641086.445,8426314.301,880.855,267,266.463,73.17,260,273.3,DSV-FD0294-00019,JP,29.63,55.82,89.8,9.1,1.1,DSV-2009-0259
